"p_val" "avg_logFC" "pct.1" "pct.2" "p_val_adj" "cluster" "gene"
"BYSL1" 2.60053065519002e-105 0.400267377593551 0.394 0.216 7.20164954341772e-101 "7" "BYSL"
"CCT81" 4.76377378086422e-105 0.371414134381034 0.81 0.744 1.31923187313473e-100 "7" "CCT8"
"RPF21" 1.46691185728182e-104 0.428775770092003 0.539 0.367 4.06231900637053e-100 "7" "RPF2"
"UTP11L1" 3.5497193546728e-104 0.393249318745151 0.536 0.364 9.83023780889539e-100 "7" "UTP11L"
"EIF4G21" 6.31340234673465e-104 0.321888237716263 0.823 0.745 1.74837051188123e-99 "7" "EIF4G2"
"POLD21" 1.27100915398663e-103 0.420101599814868 0.667 0.519 3.51980565013517e-99 "7" "POLD2"
"LTV11" 1.56520749547696e-103 0.39507409322608 0.406 0.227 4.33452911722435e-99 "7" "LTV1"
"MSRB32" 3.03770654530593e-103 0.299023496089591 0.417 0.219 8.41232073591571e-99 "7" "MSRB3"
"GRWD11" 4.53442884610618e-103 0.386886582426292 0.431 0.252 1.25571938035218e-98 "7" "GRWD1"
"RRP151" 4.61388963768984e-103 0.389004667034598 0.427 0.247 1.27772445736545e-98 "7" "RRP15"
"SEC11C1" 3.11700785461908e-102 0.418897699887163 0.643 0.501 8.63192985179662e-98 "7" "SEC11C"
"RCN11" 1.07955184134494e-101 0.374727465416183 0.724 0.596 2.98960291423653e-97 "7" "RCN1"
"HNRNPAB1" 1.08378656329416e-101 0.378998511477802 0.602 0.444 3.00133012973051e-97 "7" "HNRNPAB"
"NETO2" 3.35228286004395e-101 0.28881255064185 0.289 0.133 9.28347692431971e-97 "7" "NETO2"
"SNRNP401" 2.41964438379064e-100 0.402534948958552 0.514 0.341 6.70072119203141e-96 "7" "SNRNP40"
"HNRNPM2" 8.27109871675268e-99 0.408323935794574 0.729 0.617 2.29051536763032e-94 "7" "HNRNPM"
"RAD23A2" 8.44415990250403e-99 0.359918803199011 0.823 0.768 2.33844120180044e-94 "7" "RAD23A"
"HSPA52" 1.74705075127214e-98 0.897636435076778 0.837 0.794 4.83810764549794e-94 "7" "HSPA5"
"NXT11" 4.72161406924696e-98 0.40237038664282 0.538 0.374 1.30755658419656e-93 "7" "NXT1"
"NOP581" 7.13621994579477e-98 0.444914611811696 0.588 0.432 1.97623338958895e-93 "7" "NOP58"
"NARS1" 1.08130500711017e-97 0.378567891351173 0.708 0.598 2.99445795619019e-93 "7" "NARS"
"GAR11" 1.26639519173154e-97 0.426675106228635 0.495 0.326 3.50702820446215e-93 "7" "GAR1"
"CALU1" 3.30560466437967e-97 0.427983309141907 0.612 0.472 9.15421099706662e-93 "7" "CALU"
"CCT41" 8.4990149857328e-97 0.354497080006839 0.812 0.743 2.35363221999898e-92 "7" "CCT4"
"UBE2N1" 1.92315309971562e-96 0.380525236441839 0.685 0.564 5.32578787904246e-92 "7" "UBE2N"
"SARS1" 4.66711970098948e-96 0.358813399085286 0.751 0.649 1.29246545879502e-91 "7" "SARS"
"PYCR1" 7.08904334238952e-96 0.396832400272081 0.529 0.37 1.96316877280793e-91 "7" "PYCR1"
"DFFA1" 1.15535737954971e-95 0.382627449681944 0.485 0.319 3.199531191187e-91 "7" "DFFA"
"POLE3" 2.96170680645624e-95 0.345662069158616 0.432 0.263 8.20185465911926e-91 "7" "POLE3"
"SEC621" 2.96288524657187e-95 0.352562327368239 0.785 0.703 8.20511811333149e-91 "7" "SEC62"
"SRSF32" 9.62820270691033e-95 0.308644810117621 0.883 0.83 2.66633817562468e-90 "7" "SRSF3"
"GLRX31" 2.21139163852251e-94 0.375719937429761 0.719 0.607 6.12400686456038e-90 "7" "GLRX3"
"LRRC591" 2.88329033203174e-94 0.353547037280934 0.707 0.584 7.98469591649549e-90 "7" "LRRC59"
"DNTTIP21" 3.71586608576496e-94 0.395189755370654 0.609 0.458 1.02903479513089e-89 "7" "DNTTIP2"
"BUD311" 7.38849404710597e-94 0.349463859022489 0.754 0.665 2.04609565646506e-89 "7" "BUD31"
"HSPE1" 1.48831911346075e-93 0.333344952723058 0.825 0.752 4.12160212090685e-89 "7" "HSPE1"
"FARSA" 1.66500417176965e-93 0.405504755564175 0.501 0.34 4.6108960528817e-89 "7" "FARSA"
"EIF62" 2.97021618664633e-93 0.349408911234419 0.84 0.735 8.22541968567969e-89 "7" "EIF6"
"CD3EAP" 1.01946688448452e-92 0.348941018945516 0.306 0.151 2.82320964320298e-88 "7" "CD3EAP"
"SURF4" 1.2550705750867e-92 0.386213387438201 0.589 0.453 3.47566694358759e-88 "7" "SURF4"
"ATP1B3" 2.92436043288673e-92 0.359300631279974 0.785 0.658 8.09843134679322e-88 "7" "ATP1B3"
"PITHD11" 1.64104902258816e-90 0.368689403040325 0.491 0.33 4.54455705825339e-86 "7" "PITHD1"
"NDUFAF21" 4.1627442673476e-90 0.395428618914794 0.574 0.424 1.15278876995657e-85 "7" "NDUFAF2"
"SEC61G1" 4.30475228258926e-90 0.354221431870356 0.846 0.832 1.19211504961745e-85 "7" "SEC61G"
"SON1" 8.0980165040482e-90 0.371681567421966 0.781 0.682 2.24258371046607e-85 "7" "SON"
"HNRNPK1" 4.36272915716823e-89 0.288395738199474 0.898 0.865 1.2081705854946e-84 "7" "HNRNPK"
"PPIF1" 4.47480380551718e-89 0.383100630806028 0.538 0.382 1.23920741786187e-84 "7" "PPIF"
"VCP1" 1.07634248970229e-88 0.339613787407743 0.765 0.68 2.98071525673254e-84 "7" "VCP"
"NDUFAF41" 2.13720954811922e-88 0.372731499168472 0.482 0.319 5.91857440160655e-84 "7" "NDUFAF4"
"PYURF1" 2.21884379826876e-88 0.389535525792906 0.709 0.61 6.14464413054567e-84 "7" "PYURF"
"CLTB2" 3.22880914881967e-88 0.332245061536997 0.8 0.707 8.94154117582632e-84 "7" "CLTB"
"UTP41" 8.45192307900101e-88 0.340091622258856 0.376 0.215 2.34059105826775e-83 "7" "UTP4"
"ECE2" 6.00167624791966e-87 0.337600403248718 0.329 0.176 1.66204420333639e-82 "7" "ECE2"
"HNRNPU1" 9.97657214414358e-87 0.352861056215136 0.752 0.678 2.76281212387768e-82 "7" "HNRNPU"
"POLR1C1" 1.01447201572933e-86 0.358218306219849 0.417 0.255 2.80937735315922e-82 "7" "POLR1C"
"CEBPZ1" 3.29093921680966e-86 0.382148547690238 0.445 0.285 9.11359797311099e-82 "7" "CEBPZ"
"IRX41" 8.38094690539924e-86 0.25794872049705 0.27 0.126 2.32093562651221e-81 "7" "IRX4"
"MYO1B1" 2.84043808128551e-85 0.364594360544224 0.551 0.393 7.86602517850396e-81 "7" "MYO1B"
"PSMC41" 2.94475106452035e-85 0.363512286417655 0.693 0.581 8.1548991229762e-81 "7" "PSMC4"
"SLC16A11" 3.66144103249087e-85 0.28673250370982 0.343 0.183 1.0139628651277e-80 "7" "SLC16A1"
"COL17A13" 3.90174357755124e-85 0.272500269736882 0.359 0.188 1.08050984893126e-80 "7" "COL17A1"
"WDR461" 1.036605845566e-84 0.374155857263455 0.485 0.332 2.87067256812593e-80 "7" "WDR46"
"FDX11" 1.69863111327396e-84 0.34701240329841 0.579 0.434 4.70401914198959e-80 "7" "FDX1"
"TMX2" 4.76806621120694e-84 0.360156454645844 0.552 0.406 1.32042057586954e-79 "7" "TMX2"
"SNRPG" 5.25747861699572e-84 0.298395476633863 0.838 0.778 1.45595355340462e-79 "7" "SNRPG"
"PSMD3" 1.37257746592015e-83 0.345924556218455 0.64 0.517 3.80107877637267e-79 "7" "PSMD3"
"ANP32B1" 1.20016241302433e-82 0.350800521329019 0.732 0.647 3.32360977038827e-78 "7" "ANP32B"
"FJX1" 2.00862840172269e-82 0.309663404521085 0.267 0.128 5.56249463289064e-78 "7" "FJX1"
"RPS26" 2.10079852801357e-82 0.294013002471663 0.964 0.937 5.81774136362798e-78 "7" "RPS26"
"BCCIP1" 2.43728238294064e-82 0.373754334700015 0.485 0.33 6.7495661030775e-78 "7" "BCCIP"
"EIF2S11" 8.64205806937467e-82 0.366394317370413 0.644 0.517 2.39324514115193e-77 "7" "EIF2S1"
"ABCF2" 1.68396301108552e-81 0.351206455795097 0.435 0.282 4.66339876659912e-77 "7" "ABCF2"
"IDH3A1" 2.02204867308048e-81 0.340337833209525 0.4 0.245 5.59965939036178e-77 "7" "IDH3A"
"ARF41" 2.6085537786107e-81 0.330090511541802 0.812 0.772 7.22386797910662e-77 "7" "ARF4"
"MRPL12" 2.74333298167565e-81 0.377582138685622 0.594 0.463 7.59711202615439e-77 "7" "MRPL12"
"PNPT11" 5.02492721784906e-81 0.337884181306388 0.329 0.181 1.39155309443894e-76 "7" "PNPT1"
"YDJC" 5.96993845227508e-81 0.367835044939434 0.462 0.31 1.65325505558854e-76 "7" "YDJC"
"NNMT2" 8.93733642524151e-81 0.388363781701004 0.732 0.573 2.47501657624213e-76 "7" "NNMT"
"SNRPE" 4.82966175010531e-80 0.304430814540583 0.828 0.781 1.33747822845666e-75 "7" "SNRPE"
"RNPS11" 6.75713015205783e-80 0.307458423934883 0.704 0.616 1.87125205300937e-75 "7" "RNPS1"
"SQSTM11" 1.54444399745711e-79 0.307105354713959 0.906 0.881 4.27702876215798e-75 "7" "SQSTM1"
"EFEMP13" 1.94200947902937e-79 0.364222619508245 0.382 0.223 5.37800685027604e-75 "7" "EFEMP1"
"MYDGF" 2.17216248701762e-79 0.328347075447885 0.829 0.766 6.0153695752979e-75 "7" "MYDGF"
"TMEM401" 2.20348293459832e-79 0.329569728704102 0.36 0.201 6.10210529078314e-75 "7" "TMEM40"
"WDR3" 2.83146089776305e-79 0.294805119848425 0.287 0.147 7.84116466417522e-75 "7" "WDR3"
"DCTPP1" 3.209443520882e-79 0.444305849892901 0.57 0.438 8.88791194237854e-75 "7" "DCTPP1"
"THOC61" 5.40340114760193e-79 0.348494707016343 0.491 0.34 1.4963638798054e-74 "7" "THOC6"
"PSMA7" 8.81356083832921e-79 0.259685283038993 0.938 0.887 2.44073940295851e-74 "7" "PSMA7"
"SF3B5" 1.53532131121477e-78 0.330770024738491 0.771 0.699 4.25176530714706e-74 "7" "SF3B5"
"IGFBP23" 5.16402014173776e-78 0.413796406689506 0.465 0.29 1.43007209785144e-73 "7" "IGFBP2"
"PSMD111" 8.77473489001745e-78 0.330077223760192 0.706 0.604 2.42998733309253e-73 "7" "PSMD11"
"NDUFB9" 1.53880148092479e-77 0.270760740459191 0.851 0.796 4.26140294112503e-73 "7" "NDUFB9"
"NCBP21" 1.88264245866607e-77 0.378377499748258 0.531 0.393 5.21360176078396e-73 "7" "NCBP2"
"SEC61B" 2.71201709915452e-77 0.265854562307339 0.903 0.895 7.51038895268861e-73 "7" "SEC61B"
"EIF1AX1" 3.06554262850788e-77 0.32277960844665 0.752 0.676 8.48940720112688e-73 "7" "EIF1AX"
"AK61" 5.67324831059143e-77 0.35642701818237 0.586 0.458 1.57109265465209e-72 "7" "AK6"
"AXL2" 1.07991639756849e-76 0.307828048490756 0.341 0.186 2.99061247978641e-72 "7" "AXL"
"SLIRP" 4.03071017057919e-76 0.361528157397205 0.726 0.65 1.1162245675385e-71 "7" "SLIRP"
"SPCS2" 5.38035057494236e-76 0.298924439887261 0.866 0.822 1.48998048471879e-71 "7" "SPCS2"
"ERH" 2.02705012870862e-75 0.299149362054627 0.821 0.754 5.61350992143279e-71 "7" "ERH"
"SRSF2" 3.01628451021885e-75 0.298115843866881 0.774 0.712 8.35299669414907e-71 "7" "SRSF2"
"MRPL321" 1.04111233875254e-74 0.423169590216455 0.647 0.543 2.8831523997074e-70 "7" "MRPL32"
"MRPL47" 1.30570129633594e-74 0.361996740950894 0.597 0.468 3.61587859994312e-70 "7" "MRPL47"
"GSTO12" 1.30991841784638e-74 0.359868525504162 0.722 0.635 3.62755707454199e-70 "7" "GSTO1"
"GNL21" 2.06652428582654e-74 0.408505467867905 0.517 0.385 5.72282570473945e-70 "7" "GNL2"
"HNRNPR1" 1.05642653120018e-73 0.322826603147567 0.658 0.556 2.92556199285267e-69 "7" "HNRNPR"
"TUBB63" 1.85358238914671e-73 0.283950629725259 0.647 0.483 5.13312571026398e-69 "7" "TUBB6"
"C19orf48" 3.50998744564206e-73 0.392004514462571 0.456 0.317 9.72020823321656e-69 "7" "C19orf48"
"PDIA3" 4.3285384217897e-73 0.441192567489453 0.761 0.721 1.19870214514622e-68 "7" "PDIA3"
"SSSCA1" 5.64298160255334e-73 0.357141172751617 0.545 0.415 1.5627108951951e-68 "7" "SSSCA1"
"MRPS26" 1.1418584819161e-72 0.336576757005421 0.579 0.453 3.16214869397026e-68 "7" "MRPS26"
"TSPYL2" 1.54697430234045e-72 0.343291448627054 0.308 0.171 4.28403593547142e-68 "7" "TSPYL2"
"ZPR11" 2.15243471211717e-72 0.349696206090726 0.445 0.301 5.96073744826608e-68 "7" "ZPR1"
"TRMT61A" 2.45456549912121e-72 0.301109723898674 0.296 0.161 6.79742823671638e-68 "7" "TRMT61A"
"GAS63" 2.68151762720371e-72 0.326599426414638 0.51 0.341 7.42592676501524e-68 "7" "GAS6"
"PPM1G" 3.45740872379575e-72 0.312257817674049 0.647 0.548 9.57460197880758e-68 "7" "PPM1G"
"STIP1" 9.83484391998021e-72 0.354748162652995 0.563 0.444 2.72356332676012e-67 "7" "STIP1"
"COPS31" 1.13324507495474e-71 0.334914065591869 0.475 0.334 3.13829558607217e-67 "7" "COPS3"
"MRPL3" 1.19803975130947e-71 0.366204138330283 0.614 0.507 3.31773148330131e-67 "7" "MRPL3"
"ZNF5931" 4.02457238486852e-71 0.382993815433554 0.64 0.543 1.11452483054164e-66 "7" "ZNF593"
"NOC3L1" 5.62532555149513e-71 0.294323655132408 0.292 0.159 1.55782140497555e-66 "7" "NOC3L"
"PDIA61" 6.72892791975059e-71 0.440591882686232 0.746 0.707 1.86344200881653e-66 "7" "PDIA6"
"RHEB1" 6.77602385193056e-71 0.25147626145078 0.868 0.83 1.87648428531513e-66 "7" "RHEB"
"PSMD22" 5.93967603998006e-69 0.347429166524358 0.663 0.565 1.64487448575168e-64 "7" "PSMD2"
"TOMM22" 8.59021553991005e-69 0.359246666174203 0.626 0.535 2.37888838946729e-64 "7" "TOMM22"
"ANKRD111" 1.08301236499397e-68 0.33428962164755 0.556 0.428 2.99918614237781e-64 "7" "ANKRD11"
"SDF2L1" 1.11645734394285e-68 0.607140447863254 0.554 0.455 3.09180532258093e-64 "7" "SDF2L1"
"PSMD121" 1.70230061391923e-68 0.313801581989199 0.611 0.488 4.71418109012653e-64 "7" "PSMD12"
"TRMT11" 2.08517223545601e-68 0.309190517694863 0.373 0.234 5.77446747164832e-64 "7" "TRMT1"
"DDX51" 2.63255093120222e-68 0.286430201132084 0.891 0.842 7.29032329377832e-64 "7" "DDX5"
"WBSCR221" 2.83467550838824e-68 0.36153057015689 0.656 0.552 7.85006688537955e-64 "7" "WBSCR22"
"DOHH" 3.03800734859419e-68 0.287511065965787 0.325 0.189 8.41315375046189e-64 "7" "DOHH"
"TXNL11" 4.56638272368684e-68 0.288255152470343 0.75 0.673 1.2645683676706e-63 "7" "TXNL1"
"PES11" 9.72843612860036e-68 0.337965257678701 0.378 0.242 2.6940958170933e-63 "7" "PES1"
"DNAJC21" 2.49919772945928e-67 0.353618422470728 0.515 0.383 6.92102827219158e-63 "7" "DNAJC2"
"HNRNPA01" 3.17585025998888e-67 0.270630899023715 0.798 0.752 8.79488212498719e-63 "7" "HNRNPA0"
"TIMM441" 4.91483173956185e-67 0.328636635679674 0.461 0.323 1.36106435363686e-62 "7" "TIMM44"
"PSMG1" 8.23376861686804e-67 0.333774328441557 0.416 0.278 2.28017754306927e-62 "7" "PSMG1"
"HNRNPF1" 1.03736582710407e-66 0.311827990353762 0.785 0.725 2.87277718499931e-62 "7" "HNRNPF"
"CSRP22" 1.55328061506484e-66 0.295052239284863 0.385 0.238 4.30150000729907e-62 "7" "CSRP2"
"SELK1" 2.02443502479464e-66 0.42716221741382 0.822 0.83 5.60626791416379e-62 "7" "SELK"
"ESF11" 2.05875110437669e-66 0.347570039164849 0.447 0.307 5.70129943335038e-62 "7" "ESF1"
"IMPDH21" 2.06439712639048e-66 0.358896533859087 0.722 0.652 5.71693496211315e-62 "7" "IMPDH2"
"EIF4E1" 2.51535198067379e-66 0.329894615049606 0.647 0.545 6.96576424007994e-62 "7" "EIF4E"
"PDCD5" 3.47619020849479e-66 0.277765715670086 0.795 0.743 9.62661354438463e-62 "7" "PDCD5"
"TIMM50" 7.43529490056365e-66 0.328952896477493 0.473 0.339 2.05905621681309e-61 "7" "TIMM50"
"TERF2IP1" 1.29065897131081e-65 0.305102785316166 0.592 0.477 3.57422188925102e-61 "7" "TERF2IP"
"STOML2" 3.96441854539578e-65 0.318946187631546 0.679 0.603 1.09786642777645e-60 "7" "STOML2"
"BLCAP2" 1.10665357463207e-64 0.305827983636976 0.426 0.287 3.06465574422859e-60 "7" "BLCAP"
"WDR77" 2.20946135123592e-64 0.316538150400186 0.376 0.241 6.11866131997762e-60 "7" "WDR77"
"PDLIM43" 4.78540297173468e-64 0.2778078306765 0.734 0.623 1.32522164496248e-59 "7" "PDLIM4"
"RUVBL1" 7.68700199451246e-64 0.340958732051986 0.403 0.27 2.12876146234033e-59 "7" "RUVBL1"
"XRCC6" 1.41019137114373e-63 0.296311461689398 0.758 0.697 3.90524296410832e-59 "7" "XRCC6"
"POLR2C" 2.26490796487979e-63 0.323296812475772 0.51 0.387 6.27220962714159e-59 "7" "POLR2C"
"AAMP" 4.46713664988581e-63 0.319127752462399 0.629 0.533 1.23708415245288e-58 "7" "AAMP"
"PPAN1" 4.89253077276272e-63 0.300449842944175 0.367 0.232 1.35488854690118e-58 "7" "PPAN"
"S100A21" 1.66245099690959e-62 0.464522410354403 0.552 0.428 4.60382554574171e-58 "7" "S100A2"
"SSRP11" 1.92044438230781e-62 0.322196371744542 0.563 0.46 5.31828662792501e-58 "7" "SSRP1"
"EIF3M1" 1.96224061594893e-62 0.34591195098719 0.73 0.676 5.43403293774736e-58 "7" "EIF3M"
"HDAC2" 3.66021010498169e-62 0.351841111822128 0.605 0.503 1.01362198437258e-57 "7" "HDAC2"
"PRMT51" 6.6081300734842e-62 0.314491092793712 0.419 0.286 1.82998946124998e-57 "7" "PRMT5"
"NOP2" 8.35000231879247e-62 0.276433482706309 0.3 0.175 2.3123661421432e-57 "7" "NOP2"
"NANS" 1.27502864522515e-61 0.326874296701777 0.565 0.455 3.530936827222e-57 "7" "NANS"
"SLC38A11" 1.51230184705682e-61 0.299998778046881 0.566 0.447 4.18801750505446e-57 "7" "SLC38A1"
"TCEA1" 2.14656711211725e-61 0.320299098724784 0.603 0.514 5.9444883035863e-57 "7" "TCEA1"
"UBE2S" 3.14692527709073e-61 0.317169305784069 0.349 0.217 8.71478016984736e-57 "7" "UBE2S"
"TXLNG1" 3.32870208442944e-61 0.300419122497337 0.317 0.189 9.21817468241045e-57 "7" "TXLNG"
"PSMD141" 3.45547161767008e-61 0.299112670744489 0.653 0.548 9.56923755081374e-57 "7" "PSMD14"
"DCUN1D51" 3.84027726765996e-61 0.308123890322776 0.475 0.347 1.06348798373307e-56 "7" "DCUN1D5"
"P4HB2" 5.38315106311533e-61 0.367295041428759 0.789 0.795 1.49075602390853e-56 "7" "P4HB"
"APOE3" 6.11229147284174e-61 0.32594766608372 0.474 0.32 1.69267687757406e-56 "7" "APOE"
"PPP1R15A1" 1.2487624455278e-60 0.286845604597404 0.763 0.662 3.45819784040015e-56 "7" "PPP1R15A"
"G3BP11" 1.78229592094192e-60 0.305627892425086 0.529 0.412 4.93571209386446e-56 "7" "G3BP1"
"PSMA5" 1.78685888392289e-60 0.283808390351637 0.704 0.617 4.94834830724766e-56 "7" "PSMA5"
"SLC7A111" 3.33038699292676e-60 0.313934235610754 0.289 0.164 9.22284069951209e-56 "7" "SLC7A11"
"NUDCD1" 6.69795655186944e-60 0.307998007989874 0.322 0.198 1.8548651079092e-55 "7" "NUDCD1"
"SRP681" 7.39070868940731e-60 0.296783990233033 0.465 0.338 2.04670895735757e-55 "7" "SRP68"
"TRA2B1" 7.64974048146914e-60 0.292212468514234 0.613 0.51 2.11844263153325e-55 "7" "TRA2B"
"MANF1" 1.34379157109567e-59 0.548910533981787 0.646 0.589 3.72136199783524e-55 "7" "MANF"
"NHP2" 1.65573266702363e-59 0.300098801342601 0.76 0.697 4.58522047478855e-55 "7" "NHP2"
"MPHOSPH101" 3.82756999220737e-59 0.31638351990421 0.423 0.294 1.05996895794199e-54 "7" "MPHOSPH10"
"TIMM13" 7.62209747573378e-59 0.304177930433138 0.771 0.712 2.11078745395496e-54 "7" "TIMM13"
"ADPRHL21" 8.48371557556269e-59 0.300680607488177 0.474 0.347 2.34939535434057e-54 "7" "ADPRHL2"
"PSMB5" 8.81580334196805e-59 0.268308392750086 0.833 0.777 2.44136041949121e-54 "7" "PSMB5"
"AK2" 1.34853198001685e-58 0.289438999277017 0.726 0.66 3.73448961226066e-54 "7" "AK2"
"SFPQ1" 1.59962558006166e-58 0.312957322821143 0.627 0.539 4.42984311886474e-54 "7" "SFPQ"
"DDX10" 2.09916279401785e-58 0.269846658130899 0.297 0.174 5.81321152547362e-54 "7" "DDX10"
"SNRPB2" 3.00163330381913e-58 0.313679894677936 0.642 0.567 8.31242310826632e-54 "7" "SNRPB2"
"PHF5A" 3.2315458026496e-58 0.3270140185654 0.53 0.421 8.94911979127752e-54 "7" "PHF5A"
"DNAJB91" 3.32897893350512e-58 0.476727140269568 0.537 0.435 9.21894136055572e-54 "7" "DNAJB9"
"DNAJC81" 3.76980719149305e-58 0.280169489734993 0.653 0.563 1.04397270554017e-53 "7" "DNAJC8"
"SEP15" 6.15135540946507e-58 0.27768200671106 0.735 0.68 1.70349485354316e-53 "7" "SEP15"
"ZC3H151" 1.89254042551077e-56 0.307642486913173 0.651 0.567 5.24101220036698e-52 "7" "ZC3H15"
"TRAP1" 2.26740505698828e-56 0.352230204773102 0.485 0.38 6.27912482431765e-52 "7" "TRAP1"
"METAP21" 3.8829742361061e-56 0.305996494465493 0.589 0.494 1.07531205520486e-51 "7" "METAP2"
"NQO12" 7.65185489493056e-56 0.378807072430609 0.609 0.495 2.11902817605312e-51 "7" "NQO1"
"EEF1E11" 1.24554723947716e-55 0.366881098355266 0.526 0.419 3.44929397028409e-51 "7" "EEF1E1"
"SGTA" 1.3014903188136e-55 0.265806559393892 0.383 0.26 3.6042171398905e-51 "7" "SGTA"
"MAEA1" 2.44548781141546e-55 0.322299794626451 0.399 0.275 6.77228939615285e-51 "7" "MAEA"
"DDX39A1" 2.61108140772242e-55 0.328675379328188 0.532 0.422 7.23086774240569e-51 "7" "DDX39A"
"RBM171" 3.65848185310528e-55 0.293784102863812 0.576 0.48 1.01314337958045e-50 "7" "RBM17"
"NFE2L21" 6.42900821327566e-55 0.278093597318244 0.713 0.64 1.78038524450243e-50 "7" "NFE2L2"
"BOD11" 8.08969557664402e-55 0.300011985322701 0.5 0.38 2.24027939604003e-50 "7" "BOD1"
"YARS1" 1.11161759568633e-54 0.305623243066994 0.51 0.401 3.07840260773415e-50 "7" "YARS"
"KDSR1" 1.12042971430785e-54 0.320457912833979 0.51 0.401 3.10280600783272e-50 "7" "KDSR"
"SDAD11" 1.81878238814384e-54 0.276287178562041 0.362 0.239 5.03675406748672e-50 "7" "SDAD1"
"NPM3" 2.86645712988602e-54 0.332229894971526 0.471 0.357 7.93807972979335e-50 "7" "NPM3"
"NSRP11" 2.98507856054567e-54 0.33837847064649 0.52 0.407 8.26657805771912e-50 "7" "NSRP1"
"PSMC1" 3.68948993947356e-54 0.275064323653025 0.723 0.663 1.02173044893841e-49 "7" "PSMC1"
"ADRM1" 7.73867863367887e-54 0.265809180847409 0.731 0.672 2.14307227402469e-49 "7" "ADRM1"
"KRR1" 9.53035541753207e-54 0.315767342226896 0.442 0.322 2.63924132577716e-49 "7" "KRR1"
"UBA21" 1.01128226957097e-53 0.297818938845712 0.451 0.333 2.80054398912289e-49 "7" "UBA2"
"ATP2B12" 1.08129082539073e-53 0.260534981226973 0.355 0.226 2.99441868275454e-49 "7" "ATP2B1"
"MRPL4" 1.08137205421799e-53 0.33016505396168 0.543 0.453 2.99464362974587e-49 "7" "MRPL4"
"ABCE11" 1.18563003456302e-53 0.301597974111354 0.463 0.343 3.28336525471537e-49 "7" "ABCE1"
"ARHGDIA" 1.25493719781826e-53 0.263185054719784 0.696 0.636 3.4752975819181e-49 "7" "ARHGDIA"
"PSMA2" 1.65314409923896e-53 0.272331436257246 0.773 0.727 4.57805195402244e-49 "7" "PSMA2"
"DDX27" 6.86114617145357e-53 0.317015193740701 0.443 0.326 1.90005720926064e-48 "7" "DDX27"
"AATF1" 2.37151281057777e-52 0.339232317817094 0.422 0.311 6.56743042633303e-48 "7" "AATF"
"AMD11" 1.5887636733801e-51 0.273629022940435 0.546 0.429 4.3997632406915e-47 "7" "AMD1"
"ENOPH1" 1.90378546977525e-51 0.277463735549019 0.414 0.297 5.2721531014486e-47 "7" "ENOPH1"
"TRIB3" 1.97529838693189e-51 0.357615998779311 0.349 0.232 5.47019382293049e-47 "7" "TRIB3"
"DEGS11" 2.86404638860704e-51 0.273103215044119 0.586 0.482 7.93140366396948e-47 "7" "DEGS1"
"TFAM1" 5.04407372833059e-51 0.283440156350693 0.382 0.264 1.39685533758659e-46 "7" "TFAM"
"RNF1142" 5.28471088068469e-51 0.277031235717516 0.687 0.603 1.46349498418801e-46 "7" "RNF114"
"TMEM147" 1.20148338743794e-50 0.258157960701332 0.759 0.708 3.3272679448319e-46 "7" "TMEM147"
"CHIC21" 1.74298060241076e-50 0.307302116687989 0.517 0.408 4.82683618225613e-46 "7" "CHIC2"
"NGDN1" 2.8046581401124e-50 0.307712652718339 0.418 0.303 7.76693978741326e-46 "7" "NGDN"
"SLC7A51" 3.08785482167004e-50 0.273946529133692 0.312 0.196 8.55119635765084e-46 "7" "SLC7A5"
"MARS1" 5.17900505592962e-50 0.276031590343403 0.456 0.337 1.43422187013859e-45 "7" "MARS"
"CRELD2" 1.02061771111481e-49 0.345129993943868 0.361 0.246 2.82639662739024e-45 "7" "CRELD2"
"CDC37" 5.26130418901372e-49 0.263735338496257 0.691 0.647 1.45701296906357e-44 "7" "CDC37"
"VBP1" 6.47323924778766e-49 0.290826798769517 0.474 0.369 1.79263414488984e-44 "7" "VBP1"
"TMEM111" 6.72023405414847e-49 0.313711669232277 0.473 0.368 1.86103441661533e-44 "7" "TMEM11"
"CCDC85B" 7.59757296473059e-49 0.324069502724007 0.361 0.247 2.10399588112284e-44 "7" "CCDC85B"
"WDR83OS" 7.95044511093675e-49 0.260615580656865 0.79 0.751 2.20171676457172e-44 "7" "WDR83OS"
"RWDD1" 8.39132422027576e-49 0.292212797096672 0.668 0.62 2.32380941632097e-44 "7" "RWDD1"
"SEC63" 8.62098076274507e-49 0.293403668218452 0.487 0.388 2.38740820262699e-44 "7" "SEC63"
